"분류
기준","질병분류
코드",검별,주석,한글명칭,영문명칭
,A30.4,,,BL나병,BL leprosy
세,A30.5,,,나병종나병,Lepromatous leprosy
,A30.5,,,LL나병,LL leprosy
세,A30.8,,,기타 형태의 나병,Other forms of leprosy
세,A30.9,,,상세불명의 나병,"Leprosy, unspecified"
소,A31,,,기타 형태의 마이코박테리아에 의한 감염,Infection due to other mycobacteria
세,A31.0,,,폐마이코박테리아감염,Pulmonary mycobacterial infection
,A31.0,,,마이코박테륨 아비움에 의한 감염,Infection due to mycobacterium avium
,A31.0,,,마이코박테륨 인트라셀루라레[바티막대균]에 의한 감염,Infection due to mycobacterium intracellulare [Battey bacillus]
,A31.0,,,마이코박테륨 칸사시에 의한 감염,Infection due to mycobacterium kansasii
세,A31.1,,,피부마이코박테리아감염,Cutaneous mycobacterial infection
,A31.1,,,마이코박테륨 마리눔에 의한 감염,Infection due to mycobacterium marinum
,A31.1,,,마이코박테륨 울세란스에 의한 감염,Infection due to mycobacterium ulcerans
,A31.1,,,부룰리궤양,Buruli ulcer
세,A31.8,,,기타 마이코박테리아감염,Other mycobacterial infections
,A31.8,,,마이코박테륨 앱세수스에 의한 감염,Infection due to mycobacterium abscessus
,A31.8,,,마이코박테륨 켈로네에 의한 감염,Infection due to mycobacterium chelonae
,A31.8,,,비결핵성 마이코박테리아질환,Diseases due to mycobacterium other than tuberculosis(MOTT)
세,A31.9,,,상세불명의 마이코박테리아감염,"Mycobacterial infection, unspecified"
,A31.9,,,마이코박테륨증 NOS,Mycobacteriosis NOS
,A31.9,,,"비정형마이코박테륨증, 가족형, X연관","Atypical mycobacteriosis, familial, X-linked"
,A31.9,,,비정형마이코박테리아감염 NOS,Atypical mycobacterial infection NOS
소,A32,,,리스테리아증,Listeriosis
세,A32.0,,,피부리스테리아증,Cutaneous listeriosis
세,A32.7,,,리스테리아패혈증,Listerial sepsis
세,A32.8,,,기타 형태의 리스테리아증,Other forms of listeriosis
,A32.8,,,눈림프절리스테리아증,Oculoglandular listeriosis
세,A32.9,,,상세불명의 리스테리아증,"Listeriosis, unspecified"
소,A33,,,신생아파상풍,Tetanus neonatorum
소,A34,,,산과적 파상풍,Obstetrical tetanus
소,A35,,,기타 파상풍,Other tetanus
,A35,,,파상풍 NOS,Tetanus NOS
소,A36,,,디프테리아,Diphtheria
세,A36.0,,,인두디프테리아,Pharyngeal diphtheria
,A36.0,,,디프테리아성 막성 안지나,Diphtheritic membranous angina
,A36.0,,,편도디프테리아,Tonsillar diphtheria
세,A36.1,,,비인두디프테리아,Nasopharyngeal diphtheria
세,A36.2,,,후두디프테리아,Laryngeal diphtheria
,A36.2,,,디프테리아후두기관염,Diphtheritic laryngotracheitis
,A36.2,,,"전후풍(纏喉風), 백후(白喉)","Entwining throat wind, White throat"
세,A36.3,,,피부디프테리아,Cutaneous diphtheria
세,A36.8,,,기타 디프테리아,Other diphtheria
세,A36.9,,,상세불명의 디프테리아,"Diphtheria, unspecified"
소,A37,,,백일해,Whooping cough
세,A37.0,,,보르데텔라 페르투시스에 의한 백일해,Whooping cough due to bordetella pertussis
세,A37.1,,,보르데텔라 파라페르투시스에 의한 백일해,Whooping cough due to bordetella para- pertussis
세,A37.8,,,기타 보르데텔라균에 의한 백일해,Whooping cough due to other bordetella species
세,A37.9,,,상세불명의 백일해,"Whooping cough, unspecified"
소,A38,,,성홍열,Scarlet fever
,A38,,,성홍열,Scarlatina
소,A39,,,수막알균감염,Meningococcal infection
세,A39.2,,,급성 수막알균혈증,Acute meningococcaemia
세,A39.3,,,만성 수막알균혈증,Chronic meningococcaemia
세,A39.4,,,상세불명의 수막알균혈증,"Meningococcaemia, unspecified"
,A39.4,,,수막알균혈증 NOS,Meningococcal bacteraemia NOS
세,A39.8,,,기타 수막알균감염,Other meningococcal infections
세,A39.9,,,상세불명의 수막알균감염,"Meningococcal infection, unspecified"
,A39.9,,,수막알균질환 NOS,Meningococcal disease NOS
소,A40,,,연쇄알균패혈증,Streptococcal sepsis
,A40,,,"패혈성 쇼크의 분류를 원한다면, 부가분류코드(R57.2)를 사용할 것","Use additional code (R57.2) if desired, to identify septic shock."
세,A40.0,,,연쇄알균A군에 의한 패혈증,"Sepsis due to streptococcus, group A"
세,A40.1,,,연쇄알균B군에 의한 패혈증,"Sepsis due to streptococcus, group B"
세,A40.2,,,연쇄알균D군 및 장알균에 의한 패혈증,"Sepsis due to streptococcus, group D and enterococcus"
세,A40.3,,,폐렴연쇄알균에 의한 패혈증,Sepsis due to Streptococcus pneumoniae
,A40.3,,,폐렴알균패혈증,Pneumococcal sepsis
세,A40.8,,,기타 연쇄알균패혈증,Other streptococcal sepsis
,A40.8,,,연쇄알균 C 또는 G군에 의한 패혈증,Streptococccal sepsis C or G
세,A40.9,,,상세불명의 연쇄알균패혈증,"Streptococcal sepsis, unspecified"
소,A41,,,기타 패혈증,Other sepsis
,A41,,,"패혈성 쇼크의 분류를 원한다면, 부가분류코드(R57.2)를 사용할 것","Use additional code (R57.2) if desired, to identify septic shock."
세,A41.0,,,황색포도알균에 의한 패혈증,Sepsis due to Staphylococcus aureus
세,A41.1,,,기타 명시된 포도알균에 의한 패혈증,Sepsis due to other specified staphylococcus
,A41.1,,,응고효소음성 포도알균에 의한 패혈증,Sepsis due to coagulase-negative staphylococcus
세,A41.2,,,상세불명의 포도알균에 의한 패혈증,Sepsis due to unspecified staphylococcus
세,A41.3,,,인플루엔자균에 의한 패혈증,Sepsis due to Haemophilus influenzae
세,A41.4,,,무산소균에 의한 패혈증,Sepsis due to anaerobes
세,A41.5,,,기타 그람음성균에 의한 패혈증,Sepsis due to other Gram-negative organisms
세,A41.8,,,기타 명시된 패혈증,Other specified sepsis
세,A41.9,,,상세불명의 패혈증,"Sepsis, unspecified"
,A41.9,,,패혈증,Septicaemia
소,A42,,,방선균증,Actinomycosis
세,A42.0,,,폐방선균증,Pulmonary actinomycosis
세,A42.1,,,복부방선균증,Abdominal actinomycosis
세,A42.2,,,목얼굴방선균증,Cervicofacial actinomycosis
세,A42.7,,,방선균패혈증,Actinomycotic sepsis
세,A42.8,,,기타 형태의 방선균증,Other forms of actinomycosis
세,A42.9,,,상세불명의 방선균증,"Actinomycosis, unspecified"
소,A43,,,노카르디아증,Nocardiosis
세,A43.0,,,폐노카르디아증,Pulmonary nocardiosis
세,A43.1,,,피부노카르디아증,Cutaneous nocardiosis
세,A43.8,,,기타 형태의 노카르디아증,Other forms of nocardiosis
세,A43.9,,,상세불명의 노카르디아증,"Nocardiosis, unspecified"
소,A44,,,바르토넬라병,Bartonellosis
세,A44.0,,,전신바르토넬라병,Systemic bartonellosis
,A44.0,,,오로야열,Oroya fever
세,A44.1,,,피부 및 점막피부 바르토넬라병,Cutaneous and mucocutaneous bartonellosis
,A44.1,,,페루사마귀병,Verruga peruana
세,A44.8,,,기타 형태의 바르토넬라병,Other forms of bartonellosis
세,A44.9,,,상세불명의 바르토넬라병,"Bartonellosis, unspecified"
소,A46,,,단독(丹毒),Erysipelas
소,A48,,,달리 분류되지 않은 기타 세균성 질환,"Other bacterial diseases, NEC"
세,A48.0,,,가스괴저,Gas gangrene
,A48.0,,,클로스트리듐근괴사,Clostridial myonecrosis
,A48.0,,,클로스트리듐연조직염,Clostridial cellulitis
세,A48.1,,,레지오넬라병,Legionnaires’ disease
세,A48.2,,,비폐렴성 재향군인병[폰티액열],Nonpneumonic Legionnaires’ disease [Pontiac fever]
세,A48.3,,,독성쇼크증후군,Toxic shock syndrome
세,A48.4,,,브라질자반열,Brazilian purpuric fever
,A48.4,,,전신성 헤모필루스 이집티우스감염,Systemic Haemophilus aegyptius infection
세,A48.8,,,기타 명시된 세균성 질환,Other specified bacterial diseases
소,A49,,,상세불명 부위의 세균감염,Bacterial infection of unspecified site
세,A49.0,,,상세불명 부위의 포도알균감염,"Staphylococcal infection, unspecified site"
세,A49.1,,,상세불명 부위의 연쇄알균 및 장내알균 감염,"Streptococcal and enterococcal infection, unspecified site"
세,A49.2,,,상세불명 부위의 인플루엔자균감염,"Haemophilus influenzae infection, unspecified site"
세,A49.3,,,상세불명 부위의 마이코플라스마감염,"Mycoplasma infection, unspecified site"
세,A49.8,,,상세불명 부위의 기타 세균감염,Other bacterial infections of unspecified site
,A49.8,,,달리 분류되지 않은 버크홀데리아,Burkholderia NEC
세,A49.9,,,상세불명의 세균감염,"Bacterial infection, unspecified"
,A49.9,,,세균혈증 NOS,Bacteraemia NOS
소,A50,,,선천매독,Congenital syphilis
중,A50-A64,,,주로 성행위로 전파되는 감염(A50-A64),Infections with a predominantly sexual mode of transmission(A50-A64)
세,A50.0,,,증상성 조기선천매독,"Early congenital syphilis, symptomatic"
,A50.0,,,조기 선천매독성 골연골병증,Early congenital syphilitic osteochondropathy
,A50.0,,,조기 선천매독성 눈병증,Early congenital syphilitic oculopathy
,A50.0,,,조기 선천매독성 비염,Early congenital syphilitic rhinitis
,A50.0,,,조기 선천매독성 인두염,Early congenital syphilitic pharyngitis
,A50.0,,,조기 선천매독성 폐렴,Early congenital syphilitic pneumonia
,A50.0,,,조기 선천매독성 후두염,Early congenital syphilitic laryngitis
,A50.0,,,조기라고 명시되었거나 또는 출생후 2년 내에 발현된 선천매독,Any congenital syphilitic condition specified as early or manifest less than two years after birth.
,A50.0,,,조기선천매독 내장,"Early congenital syphilis, visceral"
,A50.0,,,조기선천매독 점막피부,"Early congenital syphilis, mucocutaneous"
,A50.0,,,조기선천매독 피부,"Early congenital syphilis, cutaneous"
세,A50.1,,,잠복성 조기선천매독,"Early congenital syphilis, latent"
,A50.1,,,임상증상이 없고 혈청반응은 양성이나 척수액의 매독반응은 음성으로 출생후 2년 내에 발현된 선천매독.,"Congenital syphilis without clinical manifestations, with positive serological reaction and negative spinal fluid test, less than two years after birth."
세,A50.2,,,상세불명의 조기선천매독,"Early congenital syphilis, unspecified"
,A50.2,,,출생후 2년 이내의 선천매독 NOS.,Congenital syphilis NOS less than two years after birth.
세,A50.3,,,만기 선천매독성 눈병증,Late congenital syphilitic oculopathy
세,A50.4,,,만기 선천성 신경매독[연소성 신경매독],Late congenital neurosyphilis [juvenile neurosyphilis]
,A50.4,,,관련 정신장애를 확인하기 원한다면 부가분류코드를 사용할 것.,"Use additional code, if desired, to identify any associated mental disorder."
,A50.4,,,연소성 마비성 치매,Dementia paralytica juvenilis
,A50.4,,,연소성 진행마비,Juvenile general paresis
,A50.4,,,연소성 척수매독,Juvenile tabes dorsalis
,A50.4,,,연소성 척수매독불완전마비성 신경매독,Juvenile taboparetic neurosyphilis
세,A50.5,,,기타 증상성 만기선천매독,"Other late congenital syphilis, symptomatic"
,A50.5,,,매독성 안장코,Syphilitic saddle nose
,A50.5,,,출생 후 2년 이상이 확실하거나 만기라고 명시된 모든 선천매독성 병태.,Any congenital syphilitic condition specified as late or manifest two years or more after birth.
,A50.5,,,허친슨세증후,Hutchinson’s triad
,A50.5,,,허친슨치아,Hutchinson’s teeth
세,A50.6,,,잠복성 만기선천매독,"Late congenital syphilis, latent"
,A50.6,,,임상증상이 없고 혈청반응은 양성이나 척수액의 매독반응은 음성으로 출생 후 2년 또는 그 이후의 선천매독.,"Congenital syphilis without clinical manifestations, with positive serological reaction and negative spinal fluid test, two years or more after birth."
세,A50.7,,,상세불명의 만기선천매독,"Late congenital syphilis, unspecified"
,A50.7,,,출생후 2년 이상의 선천매독 NOS.,Congenital syphilis NOS two years or more after birth.
세,A50.9,,,상세불명의 선천매독,"Congenital syphilis, unspecified"
소,A51,,,조기매독,Early syphilis
세,A51.0,,,생식기의 일차매독,Primary genital syphilis
,A51.0,,,매독성 굳은궤양 NOS,Syphilitic chancre NOS
세,A51.1,,,항문의 일차매독,Primary anal syphilis
세,A51.2,,,기타 부위의 일차매독,Primary syphilis of other sites
세,A51.3,,,피부 및 점막의 이차매독,Secondary syphilis of skin and mucous membranes
,A51.3,,,매독성 점막반,Syphilitic mucous patch
,A51.3,,,편평콘딜로마,Condyloma latum
세,A51.4,,,기타 이차매독,Other secondary syphilis
,A51.4,,,이차매독성 림프선병증,Secondary syphilitic lymphadenopathy
세,A51.5,,,잠복성 조기매독,"Early syphilis, latent"
,A51.5,,,임상증상이 없고 혈청반응은 양성이나 척수액의 매독반응은 음성으로 감염후 2년 이내의 (후천)매독,"Syphilis (acquired) without clinical manifestations, with positive serological reaction and negative spinal fluid test, less than two years after infection."
세,A51.9,,,상세불명의 조기매독,"Early syphilis, unspecified"
소,A52,,,만기매독,Late syphilis
세,A52.1,,,증상성 신경매독,Symptomatic neurosyphilis
,A52.1,,,척수매독,Tabes dorsalis
세,A52.2,,,무증상신경매독,Asymptomatic neurosyphilis
세,A52.3,,,상세불명의 신경매독,"Neurosyphilis, unspecified"
,A52.3,,,중추신경계통의 고무종(매독) NOS,Gumma(syphilis) NOS of central nervous system 
,A52.3,,,중추신경계통의 매독(만기) NOS,Syphilis(late) NOS of central nervous system 
,A52.3,,,중추신경계통의 매독종 NOS,Syphiloma NOS of central nervous system 
세,A52.7,,,기타 증상성 만기매독,Other symptomatic late syphilis
,A52.7,,,A52.0-3에서 분류된 것을 제외한 모든 부위의 고무종(매독성),"Gumma(syphilitic) any sites,  except those classified to A52.0-A52.3"
,A52.7,,,A52.0-3에서 분류된 것을 제외한 모든 부위의 만기 또는 삼기 매독,"Late or tertiary syphilis any sites,  except those classified to A52.0-A52.3 "
세,A52.8,,,잠복성 만기매독,"Late syphilis, latent"
,A52.8,,,임상증상이 없고 혈청반응은 양성이나 척수액의 매독반응은 음성으로 감염후 2년 이상인 (후천)매독,"Syphilis (acquired) without clinical manifestations, with positive serological reaction and negative spinal fluid test, two years or more after infection."
세,A52.9,,,상세불명의 만기매독,"Late syphilis, unspecified"
소,A53,,,기타 및 상세불명의 매독,Other and unspecified syphilis
세,A53.0,,,조기인지 만기인지 상세불명의 잠복매독,"Latent syphilis, unspecified as early or late"
,A53.0,,,매독혈청반응 양성,Positive serological reaction for syphilis
,A53.0,,,잠복매독 NOS,Latent syphilis NOS
세,A53.9,,,상세불명의 매독,"Syphilis, unspecified"
,A53.9,,,매독균에 의한 감염 NOS,Infection due to Treponema pallidum NOS
,A53.9,,,매독(후천) NOS,Syphilis(acquired) NOS
소,A54,,,임균감염,Gonococcal infection
세,A54.0,,,요도주위 또는 부속선에 농양이 없는 하부 비뇨생식관의 임균감염,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
,A54.0,,,임균성 방광염 NOS,Gonococcal cystitis NOS
,A54.0,,,임균성 외음질염 NOS,Gonococcal vulvovaginitis NOS
,A54.0,,,임균성 요도염 NOS,Gonococcal urethritis NOS
